VideoID,Title,CategoryID,Description,Tags,CategoryCheck,TagsCheck,DescriptionCheck,Is_Music,Is_Music_Manual
MEg-oqI9qmw,CKay - Love Nwantiti Remix ft. Joeboy & Kuami Eugene [Ah Ah Ah] (Official Video),10,"['get', 'love', 'nwantiti', 'remix', 'ckay', 'ft.', 'joeboy', '&', 'kuami', 'eugene', 'here:', 'https://ckay.lnk.to/lovenwantitiya', 'subscribe:', 'http://bit.ly/subscribetockay', 'listen', ""'boyfriend'"", 'e.p:', 'https://warnermusicsa.lnk.to/boyfriend', 'listen', ""'ckay"", ""first'"", 'e.p:', 'https://fanlink.to/ckaythefirst', 'follow', 'ckay', 'on:', 'facebook:', 'https://www.facebook.com/ckayyo/', 'twitter:', 'https://twitter.com/ckay_yo', 'instagram:', 'https://instagram.com/ckay_yo/']","['Ckay Love Nwantiti Official Video', 'Ckay ft. Joeboy & Kuami Eugene', 'Afrobeats', 'ckay love nwantinti instrumental', 'kuami eugene', 'joeboy', 'Valentines Day Songs', 'producer', 'ghana', 'ckay', 'way', 'way by ckay', 'afrobeats 2020', 'CKay Contaier', 'chocolate city', 'warner music', 'choc boi', 'Ckay Way', 'african music', 'nigeria', 'uk', 'trending', 'ckay the first', 'African artiste', 'Naya Effects', 'afronation ghana', 'ckay yo', 'nigerian songs', 'lynx entertainment', 'empawa joeboy', 'blaqbonez', 'container don land', 'choc city']",1,0,1,Y,
q0PrcH3F-8Y,Memories I had as a kid 🐢 Songs that take me back to childhood,10,"['memories', 'kid', 'songs', 'take', 'back', 'childhood', '💜i', 'hope', 'enjoyed', 'videos', 'forget', 'subscribe', 'channel', '👑suggested', 'video:', 'saturday', 'vibes:', 'memories🌱:', 'https://youtu.be/px2ymt27tpm', 'throwback', 'happy', 'nights', '🍰', 'bet', 'know', 'songs:', 'https://youtu.be/ie_cdpdaxze', 'avicii,', 'martin', 'garrix,', 'kygo,', 'felix', 'jaehn', '⏳', 'playlist', 'full', 'best', 'nostalgic', 'throwback:', 'https://youtu.be/xdrqikq9xds', '🌴discover', 'best', 'playlist', 'chill', 'songs:', 'https://www.youtube.com/channel/uc5n1du9hphd3dbip6cio0cw', '📰[copyright]', 'claim', 'pictures', 'music', 'video!', 'rights', 'belong', 'original', 'creators!', '🍰you', 'stumbled', 'upon', 'playlist', 'channel', 'good', 'music', 'taste.', 'stay', 'awhile,', 'enjoy', 'tunes.', ""chillin'"", 'serves', 'best', 'throwback', 'playlists', 'pop/rnb/soft/indie,', 'updated', 'every', 'day.', 'follow', 'us', 'get', 'newness', 'soon', 'goes', 'live.', '#memoriesihadasakid', '#memoriesihad', '#backtochildhood', '#childhoodsongs', '#nostalgic', '#nostalgia', '#nostalgicsongs', '#throwbacksongs', '#songstakemebacktochildhood', '#takemebacktochildhood', '#takemeback', '#bringyoubacktochildhood', '#childhoodnostalgia', '#throwbacks', '#justchillin', '#songsofnostalgia', '#playlist', '#songs']","['memories', 'memories i had as a kid', 'memories i had', 'memories playlist', 'songs that take me back to childhood', 'childhood songs', 'childhood nostalgia', 'nostalgic', 'nostalgia', 'nostalgic songs', 'throwback songs', 'throwback playlist', 'trip back to childhood', 'trip back to childhood nostalgia', 'nostalgia song', 'nostalgic childhood', 'memories i had as a child', 'take me back to childhood', 'take me back', 'back to childhood', 'when i was a child', 'songs of nostalgia', 'playlist', 'just chillin', 'bring you back']",1,0,1,Y,
yNYO3opdPEc,Songs for a summer road trip 🚗 Chill music hits,10,"['songs', 'summer', 'road', 'trip', '🚗', 'chill', 'music', 'hits', 'wanna', 'go', 'back', 'summer:', 'http://bit.ly/bestchillmusicmixever_justchillin', '🌴discover', 'best', 'playlist', 'chill', 'songs:', 'http://bit.ly/just_chilling', 'subscribe', '&', 'turn', 'bell', 'never', 'miss', 'new', 'video!', 'suggested', 'video:', 'songs', 'bring', 'back', 'summer', ""'17:"", 'https://youtu.be/ubnkbql8zr8', '#summerroadtrip', '#summersongs', '#justchillin', '💙hi', 'guys,', 'every', 'day', 'update', 'channel', 'chill', 'music', 'mix', 'featuring', 'best', 'new', 'chill', 'tracks', 'subscribers.']","['summer road trip', 'road trip songs', 'summer songs', 'summer road trip songs', 'summer music', 'summer playlist', 'songs for a summer road trip', 'songs for a summer', 'summer nights', 'chill', 'mix', 'chill hits', 'chill music mix', 'chill music hits', 'chill music', 'chill mix', 'chill songs', 'songs', 'playlist', 'playlist for a summer road trip', 'back to summer', 'songs bring you back to summer', 'roadtrip', 'car vibe', 'road trip 2017', 'road trip 13', 'songs to play on a late night drive', 'good vibes', 'vibes', 'just chillin']",1,0,1,Y,
4getjd5VKc0,Music Mix 2021 🎧 EDM Remixes of Popular Songs 🎧 EDM Best Music Mix 2021,10,"['music', 'mix', '2021', '🎧', 'edm', 'remixes', 'popular', 'songs', '🎧', 'edm', 'gaming', 'music', 'mix', '\u200b', '🟢', 'listen', 'spotify', '/', 'apple', '/', 'youtube', ':', 'https://lnk.to/remixplaylist11', 'tracklist:', '00:00', 'boostereo,', 'audino,', 'karisa', 'hope', '-', 'wake', '02:47', 'meric', 'again,', '22angels', '-', 'universe', '04:51', 'meric', 'again,', '22angels', '-', 'love', 'nwantiti', '07:19', 'eqric', '&', 'noreal', '&', 'muffin', '-', 'name', 'love', '09:53', 'robbe,', 'new', 'beat', 'order', '&', 'britt', 'lari', '-', 'kings', '&', 'queens', '12:27', 'sad', 'girls,', 'meric', 'again,', '22angels', '-', 'stay', '14:28', 'boostereo', '-', 'popcorn', '17:10', 'isaev', '-', '9pm', '(your', 'love)', '19:16', 'eqric', '&', 'jozua', '&', 'robbe', '-', 'tik', 'tok', '21:17', 'yohan', 'gerber', '&', 'poylow', '-', 'shy', '23:27', 'level', '8,', 'britt', 'lari', '&', 'imallryt', '-', 'señorita', '25:33', 'eqric', '&', 'isaev', '-', 'dance', '(ft.', 'britt', 'lari)', '28:11', 'engstrom', '&', 'nyman', '-', 'forever', '31:33', 'eqric', '&', 'chenda', '&', 'jex', '-', 'rain', '33:58', '2hounds', '&', 'golden', 'wizards', '&', 'nito-onna', '-', 'gold', 'skies', '36:38', 'damedame', '-', 'beautiful', 'girls', '(ft.jordanrys)', '39:18', 'repeat', '📧', 'contact', 'us:', 'hi@magicmusic.io', '👉', 'follow', 'us', 'magic', 'music:', 'https://www.youtube.com/c/magicmusicgroup', 'magic', 'music', 'mix:', 'https://www.youtube.com/c/magicmusicmix', '--------------------------------------', 'music,edm,remix,remixes', 'popular', 'songs,music', 'mix,music', 'mix', '2021,music', '2021,best', 'music', 'mix,edm', '2021,car', 'music,bass', 'boosted,car', 'music', 'mix,magic', 'music,magic', 'records,magic', 'music', 'mix,remix', 'popular', 'song,new', 'music', 'mix,edm', 'mashup,magic,mega', 'mix,party', 'music', 'mix,edm', 'party,edm', 'music,songs,song', '2021,song', 'remix,popular', 'music,popular', 'songs']","['Music', 'EDM', 'remix', 'remixes of popular songs', 'music mix', 'music mix 2021', 'music 2021', 'best music mix', 'EDM 2021', 'car music', 'bass boosted', 'car music mix', 'magic music', 'magic records', 'magic music mix', 'remix popular song', 'new music mix', 'edm mashup', 'magic', 'mega mix', 'party music mix', 'edm party', 'EDM music', 'songs', 'song 2021', 'song remix', 'popular music', 'popular songs']",1,0,1,Y,
mixYcFggWEo,Slow Dancing In A Burning Room (Live in L.A.),10,['light'],"['John', 'Mayer', 'Slow', 'Dancing', 'In', 'Burning', 'Room', 'Where', 'The', 'Light', 'Is']",1,0,1,Y,
_bTAb4JaX0s,Coldplay - Yellow (Official Video),10,"['coldplay', '-', 'yellow', 'taken', 'debut', 'album', 'parachutes', 'released', '2000', 'newly', 'restored', '4k', 'version', 'video', 'added', '10', 'july', '2020.', 'music', 'spheres,', 'new', 'coldplay', 'album', 'october', '15th,', '2021.', 'pre-order', 'album', 'here:', 'https://cldp.ly/mots', 'subscribe', 'content', 'coldplay:', 'https://bit.ly/subscribecoldplay', 'listen', 'album', 'parachutes', 'youtube', 'here:', 'https://www.youtube.com/playlist?list=olak5uy_m4lon8hjolftetxg2d6qouxcqd3nm4gf0', 'see', 'official', 'videos', 'coldplay', 'here:', 'https://www.youtube.com/playlist?list=plsvoylzbrlfajd4hnqshw1lyjdkeqb_iu', 'follow', 'coldplay', 'website:', 'http://www.coldplay.com', 'instagram:', 'http://instagram.com/coldplay', 'twitter:', 'https://twitter.com/coldplay', 'facebook:', 'https://www.facebook.com/coldplay', 'tiktok:', 'https://www.tiktok.com/@coldplay', 'spotify:', 'https://bit.ly/coldplayspotify', 'tumblr:', 'http://coldplay.tumblr.com/', 'vk:', 'https://vk.com/coldplay', '🌙☀️', 'coldplay', 'since', 'forming', 'university', 'london,', 'coldplay', 'gone', 'become', 'one', 'planet’s', 'popular', 'acts,', 'selling', '100', 'million', 'copies', 'eight', 'number', 'one', 'albums,', 'spawned', 'string', 'hits', 'including', 'yellow,', 'clocks,', 'fix', 'you,', 'paradise,', 'viva', 'la', 'vida,', 'sky', 'full', 'stars,', 'hymn', 'weekend,', 'adventure', 'lifetime,', 'orphans', 'and,', 'recently,', 'higher', 'power.', '#coldplay', '#yellow', '#parachutes']","['Coldplay', 'Yellow', 'Parachutes', 'Official Music video', 'Coldplay 2000', 'Coldplay debut album', 'Alternative', 'Indie', 'Pop', 'Rock', 'Chris Martin', 'Jonny Buckland', 'Guy Berryman', 'Will Champion', 'Parlophone', 'Cold play', 'Colplay', 'Codplay', 'Yelow', 'Look At The Stars Look How They Shine For You', 'coldplay 1st album', 'coldplay first album', 'it was all yellow', 'coldplay yellow', 'yellow coldplay', 'yellow tiktok', 'my yellow', ""here's my yellow"", 'yello', 'coldplay beach video']",1,0,1,Y,
lmPGjL0NzC8,Alec Benjamin - Let Me Down Slowly [Official Music Video],10,"['shop', ""'these"", 'two', ""windows'"", 'merch:', 'https://alecbenjamin.store', ""'narrated"", ""you'"", 'available', 'now:', 'https://lnk.to/narratedforyouid', 'director:', 'matt', 'swinsky', 'follow', 'alec', 'benjamin', 'http://alecbenjamin.com', 'https://www.facebook.com/alecbenjaminmusic', 'https://twitter.com/alecbenjamin', 'https://www.instagram.com/alecbenjamin', 'https://soundcloud.com/alecbenjamin', '#alecbenjamin', '#letmedownslowly', '#officiallyricvideo', '#alecbenjaminletmedownslowly', '#thesetwowindows', 'watch', 'alec', ""benjamin's"", 'quarantine', 'live', 'streams', '➤https://bit.ly/alec_live', 'best', 'sing', 'along', 'songs', 'home', 'alec', 'benjamin', '➤https://bit.ly/alecsingalong', 'work', 'home', 'music', 'alec', 'benjamin', '➤', 'https://bit.ly/alecwfh']","['Alec Benjamin', 'Alec', 'Benjamin', 'Let Me Down Slowly', 'LMDS', 'Official Video', 'Official', 'Alec Benjamin - Let Me Down Slowly', 'alec benjamin let me down slowly', 'let me down slowly official music video', 'storyteller', 'narrator', 'singer', 'songwriter', 'tscMSXk_jaQ', 'Atlantic Records', 'Official Music Video', 'official music', 'alec benjamin official']",1,0,1,Y,
L7mfjvdnPno,Trevor Daniel - Falling (Official Music Video),10,"['stream', 'falling:', 'https://smarturl.it/tdfalling', 'follow', 'trevor', 'daniel:', '►instagram:', 'https://www.instagram.com/iamtrevordaniel/', '►twitter:https://twitter.com/iamtrevordaniel', '►soundcloud:', 'https://soundcloud.com/iamtrevordaniel', '►youtube:https://www.youtube.com/channel/uclvaxkjgdxiro-idnibgneg', '[intro]', 'oh', 'ooh,', 'ooh', '[chorus]', 'last', 'made', 'feel', 'like', 'would', 'never', 'try', 'saw', 'you,', 'felt', 'something', 'never', 'felt', 'come', 'closer,', 'give', 'love', 'treat', 'right,', 'baby,', ""i'll"", 'give', 'everything', 'last', 'made', 'feel', 'like', 'would', 'never', 'try', 'saw', 'you,', 'felt', 'something', 'never', 'felt', 'come', 'closer,', 'give', 'love', 'treat', 'right,', 'baby,', ""i'll"", 'give', 'everything', '[verse]', 'talk', 'me,', 'need', 'hear', 'need', 'like', 'need', 'ya', 'fall', 'me,', 'wanna', 'know', 'feel', 'feel', 'you,', 'love', 'you,', 'baby,', 'numb,', 'drown', 'pain', ""pourin'"", ""speedin'"", 'fast', 'run,', 'never', 'wanna', 'get', 'caught', 'one', ""i'm"", ""callin'"", 'swore', ""i'd"", 'never', 'forget,', 'think', ""i'm"", ""talkin'"", 'think', 'might', 'go', 'in,', 'exceptions,', 'girl,', 'need', 'ya', '[bridge]', 'think', ""i'm"", 'mind,', ""'cause"", ""can't"", 'get', 'enough', 'one', 'give', 'time,', ""'cause"", 'got', 'eyes', 'ya', 'might', 'make', 'exception', 'ya,', ""'cause"", ""feelin'"", 'ya', 'think', 'might', 'mind,', 'think', 'one', '[chorus]', 'last', 'made', 'feel', 'like', 'would', 'never', 'try', 'saw', 'you,', 'felt', 'something', 'never', 'felt', 'come', 'closer,', 'give', 'love', 'treat', 'right,', 'baby,', ""i'll"", 'give', 'everything', 'last', 'made', 'feel', 'like', 'would', 'never', 'try', 'saw', 'you,', 'felt', 'something', 'never', 'felt', 'come', 'closer,', 'give', 'love', 'treat', 'right,', 'baby,', ""i'll"", 'give', 'everything', '[outro]', ""i'll"", 'never', 'give', ""'cause"", ""i'm"", 'sick', 'falling', 'open', 'give', 'trust', 'find', 'way', 'break', 'break', 'tear', 'inside', 'break', '#falling', '#trevordaniel']","['trevor daniel', 'for you trevor daniel', 'falling', 'trevor', 'trevor daniel falling', 'falling trevor daniel', 'tevor daniel falling', 'my last made me feel like i would never try again', 'daniel trevor', 'falling music video', 'daniel', 'internet money', 'taz taylor', 'nick mira', 'type beat', 'reaction video', 'internet money type beat', 'blackbear', '2020', 'music', 'lyrics', 'trevor daniel falling lyrics', ""come closer i'll give you all my love"", 'falling trevor daniel lyrics', 'artist on the rise', 'january 2020']",1,0,1,Y,
8UVNT4wvIGY,Gotye - Somebody That I Used To Know (feat. Kimbra) [Official Music Video],10,"['official', 'music', 'video', '“somebody', 'used', 'know”', 'gotye,', 'featuring', 'kimbra.', 'album', 'making', 'mirrors.', 'get', 'song', 'here:', 'https://gotye.lnk.to/stiutk', 'music', 'video', 'natasha', 'pincus', 'https://starkravingproductions.com.au', 'official', 'gotye', 'store:', 'https://store.gotye.com', 'follow', 'gotye', 'online:', 'http://www.gotye.com', 'https://instagram.com/gotye', 'https://facebook.com/gotye', 'https://twitter.com/gotye', 'subscribe', 'gotye', 'youtube:', 'http://gotye.lnk.to/subscribe', 'video', 'credits:', 'directed,', 'produced', 'edited', 'natasha', 'pincus', 'body', 'art', 'emma', 'hack', 'cinematographer', 'colourist:', 'warwick', 'field', 'scenic', 'artist:', 'howard', 'clark', 'key', 'grip:', 'rob', 'hansford', 'assistants:', 'rose', 'cidoni,', 'claire', 'leighton,', 'rob', 'murray', 'original', 'artwork', 'frank', 'de', 'backer', 'music', 'credits:', 'produced', 'wally', 'de', 'backer', 'mixed', 'francois', 'tetaz,', 'assisted', 'wally', 'moose', 'mastering,', 'richmond,', 'vic', 'bass', 'recorded', 'wally', 'lucas', ""taranto's"", 'loungeroom,', 'melbourne,', 'vic', 'sounds', 'put', 'together', 'wally', 'barn,', 'merricks,', 'vic', 'bass', 'guitar:', 'lucas', 'taranto', 'lead', 'backing', 'vocals:', 'kimbra', 'guitar,', 'flutes,', 'percussion', 'synth', 'samples,', 'lead', 'backing', 'vocals:', 'wally', 'contains', 'sample', 'recording', 'seville', 'performed', 'luiz', 'bonfa.', 'courtesy', 'geffen', 'records,', 'license', 'universal', 'music', 'enterprises.', 'used', 'permission.', 'rights', 'reserved.', 'written', 'luiz', 'bonfa', 'published', 'sasqua', 'music.', 'used', 'permission.', 'lyrics', 'think', 'together', 'like', 'said', 'felt', 'happy', 'could', 'die', 'told', 'right', 'felt', 'lonely', 'company', 'love', 'ache', 'still', 'remember', 'get', 'addicted', 'certain', 'kind', 'sadness', 'like', 'resignation', 'end', 'always', 'end', 'found', 'could', 'make', 'sense', 'well', 'said', 'would', 'still', 'friends', ""i'll"", 'admit', 'glad', 'cut', 'make', 'like', 'never', 'happened', 'nothing', 'even', 'need', 'love', 'treat', 'like', 'stranger', 'feels', 'rough', 'stoop', 'low', 'friends', 'collect', 'records', 'change', 'number', 'guess', 'need', 'though', 'somebody', 'used', 'know', 'think', 'times', 'screwed', 'believing', 'always', 'something', ""i'd"", 'done', 'wanna', 'live', 'way', 'reading', 'every', 'word', 'say', 'said', 'could', 'let', 'go', 'catch', 'hung', 'somebody', 'used', 'know...', 'cut', 'make', 'like', 'never', 'happened', 'nothing', 'even', 'need', 'love', 'treat', 'like', 'stranger', 'feels', 'rough', 'stoop', 'low', 'friends', 'collect', 'records', 'change', 'number', 'guess', 'need', 'though', 'somebody', 'used', 'know', 'used', 'know', 'used', 'know', 'somebody...', '*************']","['Gotye', 'Kimbra', 'Wally De Backer', 'Wouter De Backer', 'Somebody That I Used To Know', 'Making Mirrors', 'walk off the earth', 'wote', 'somebody that i use to know', 'cover', 'original', '5 guys 1 guitar', 'triple j', 'Natasha Pincus']",1,0,1,Y,
20Ov0cDPZy8,John Mayer - Free Fallin' (Live at the Nokia Theatre),10,"['watch', 'john', 'mayer', 'perform', '""free', 'fallin""', 'live', 'nokia', 'theatre', 'listen', 'john', 'mayer:', 'https://john-mayer.lnk.to/listenyd', 'watch', 'john', 'mayer', 'videos:', 'https://john-mayer.lnk.to/listenyd/youtube', 'subscribe', 'official', 'john', 'mayer', 'youtube', 'channel:', 'https://johnmayer.lnk.to/subscribeyd', 'follow', 'john', 'mayer:', 'facebook:', 'https://johnmayer.lnk.to/followfi', 'instagram:', 'https://johnmayer.lnk.to/followii', 'twitter:', 'https://johnmayer.lnk.to/followti', 'website:', 'https://johnmayer.lnk.to/followwi', 'spotify:', 'https://johnmayer.lnk.to/followsi', 'youtube:', 'https://johnmayer.lnk.to/subscribeyd', 'chorus:', ""i'm"", 'free', 'free', ""fallin',"", ""fallin'"", ""i'm"", 'free', 'free', ""fallin',"", ""fallin'"", '#johnmayer', '#freefallin', '#wherethelightis']","['John mayer', 'free fallin john mayer', 'john mayer free fallin', 'free fallin', 'free falling', 'john mayer live', 'jhon mayer', 'acoustic songs', 'john mayer free fallin live', 'free falling john mayer', 'john mayer acoustic', 'free fallin tom petty', 'ジョンメイヤー', 'free fallin tradução', 'acoustic hits', 'john meyer', 'jonh mayer', 'john mayer free falling', 'Nokia theatre John Mayer', 'Nokia theatre', 'tom petty', 'Slow Dancing In A Burning Room', 'Alicia Keys', 'Where The Light Is', 'Last']",1,0,1,Y,
EUwynJ-WHGo,John Mayer - Wild Blue (Official Video),10,"['“wild', 'blue”', 'john', 'mayer’s', 'album', '‘sob', 'rock’', 'now:', 'https://johnmayer.lnk.to/sobrock', 'listen', ""'sob"", ""rock'"", 'amazon', 'music:', 'https://johnmayer.lnk.to/sobrock/amazonmusic', 'apple', 'music:', 'https://johnmayer.lnk.to/sobrock/applemusic', 'itunes:', 'https://johnmayer.lnk.to/sobrock/itunes', 'pandora:', 'https://johnmayer.lnk.to/sobrock/pandora', 'soundcloud:', 'https://johnmayer.lnk.to/sobrock/soundcloud', 'spotify:', 'https://johnmayer.lnk.to/sobrock/spotify', 'youtube', 'music:', 'https://johnmayer.lnk.to/sobrock/youtubemusic', 'follow', 'john', 'mayer:', 'http://johnmayer.com', 'http://facebook.com/johnmayer', 'http://twitter.com/johnmayer', 'http://instagram.com/johnmayer', 'http://jhnmyr.tumblr.com', 'http://snapchat.com/add/johnthekangaroo', 'http://tiktok.com/@johnmayer', 'http://sobrock.net', 'lyrics', 'never', 'seen', 'sun', 'lying', 'ocean', 'floor', 'i’m', 'walking', 'wilderness', 'living', 'loneliness', 'wild', 'blue', 'deeper', 'ever', 'knew', 'wild', 'blue', 'bed', 'grey', 'oh', 'baby', 'wild', 'blue', 'found', 'lost', 'tears', 'mean', 'cry', 'dance', 'across', 'evening', 'sky', 'sorrow', 'see', 'missing', 'belongs', 'wild', 'blue', 'deeper', 'ever', 'knew', 'wild', 'blue', 'bed', 'grey', 'oh', 'baby', 'wild', 'blue', 'found', 'lost', 'wild', 'blue', 'deeper', 'ever', 'knew', 'it’s', 'wild', 'blue', 'since', 'went', 'away', 'oh', 'baby', 'wild', 'blue', 'found', 'lost', 'you’ll', 'never', 'know', 'unlikely', 'beauty', 'letting', 'go', '#johnmayer', '#sobrock', '#wildblue', 'http://vevo.ly/vbtqix']","['JohnMayer', 'Mayer', 'Last Train Home', 'Shouldn’t Matter but It Does', 'New Light', 'Why You No Love Me', 'Shot in the Dark', 'I Guess I Just Feel Like', 'Til the Right One Comes', 'Carry Me Away', 'All I Want Is to Be With You', 'Never seen the sun before', 'Lying on the ocean floor', 'I’m walking through the wilderness', 'And living off the loneliness', 'Wild blue deeper than I ever knew', 'Wild blue on a bed of grey', 'Oh baby what a wild blue', 'found', 'myself', 'when', 'you']",1,0,1,Y,
mQ055hHdxbE,John Mayer - New Light (Premium Content!),10,"['“new', 'light”', 'available', 'now:', 'http://johnmayer.com', '(c)', '2018', 'snack', 'money']","['John Mayer', 'New Light', 'Music Video', 'Official', 'Premium Content', 'Funny', 'Comedy']",1,0,1,Y,
oibrZA34MMo,Leon Bridges - Inside Friend (Official Audio) ft. John Mayer,10,"['""inside', 'friend""', 'leon', 'bridges', 'featuring', 'john', 'mayer', 'listen', 'leon', 'bridges:', 'https://leonbridges.lnk.to/listenyd', 'listen', 'john', 'mayer:', 'https://john-mayer.lnk.to/listenyd', 'subscribe', 'official', 'leon', 'bridges', 'youtube', 'channel:', 'https://leonbridges.lnk.to/subscribeyd', 'watch', 'leon', 'bridges', 'videos:', 'https://leonbridges.lnk.to/listenyc/youtube', 'follow', 'leon', 'bridges:', 'facebook:', 'https://leonbridges.lnk.to/followfi', 'instagram:', 'https://leonbridges.lnk.to/followii', 'twitter:', 'https://leonbridges.lnk.to/followti', 'website:', 'https://leonbridges.lnk.to/followwi', 'spotify:', 'https://leonbridges.lnk.to/followsi', 'youtube:', 'https://leonbridges.lnk.to/subscribeyd', 'lyrics:', 'inside', 'friend', 'inside', 'friend', ""(darlin'"", 'you)', 'inside', 'friend', '(love', 'right', 'there)', 'inside', 'friend?', '(you', 'you)', '#leonbridges', '#insidefriend', '#johnmayer', '#officialaudio']","['inside friend', 'inside friend leon bridges', 'inside friend john mayer', 'leon bridges', 'john mayer', 'Leon Bridges John Mayer', 'You Can Be My Inside Friend', 'Leon Bridges Inside Friend', 'John Mayer Inside Friend', 'john mayer leon bridges', 'inside friend leon bridges john mayer', 'soft pop', 'soul', 'r&b', 'elecro soul', 'alternative r&b', 'leon bridges beyond', 'lucky daye', 'laz', 'leon bridges shy', 'Bruno Mars', 'Anderson Paal', 'leave the door open', 'inside friend lyrics']",1,0,1,Y,
X1aeC3oDE8Y,"Leon Bridges, John Mayer - Inside Friend (Lyrics) | You Can Be My Inside Friend",10,"['leon', 'bridges,', 'john', 'mayer', '-', 'inside', 'friend', '(lyrics)', '|', 'inside', 'friend', 'listen', '&', 'download', '“inside', 'friend""', 'now:', 'https://leonbridges.lnk.to/insidefriend', '😊subscribe', 'eternity', 'music:', 'https://bit.ly/2mvqi7y', '🔔', 'want', 'miss', 'upload?', 'turn', 'upload', 'notifications!', 'amazon', '-', 'https://leonbridges.lnk.to/insidefriend/amazonmusic', 'apple', 'music', '-https://leonbridges.lnk.to/insidefriend/applemusic', 'itunes', '-https://leonbridges.lnk.to/insidefriend/itunes', 'spotify', '-https://leonbridges.lnk.to/insidefriend/spotify', 'youtube', 'music', '-', 'https://leonbridges.lnk.to/insidefriend/youtubemusic', 'follow', 'leon', 'bridges', 'facebook', '-', 'https://www.facebook.com/leonbridgesofficial/', 'instagram', '-https://www.instagram.com/leonbridgesofficial/', 'twitter', '-', 'https://twitter.com/leonbridges', 'follow', 'john', 'mayer', 'facebook', '-', 'https://www.facebook.com/johnmayer/', 'instagram', '-', 'https://www.instagram.com/johnmayer/', 'twitter', '-', 'https://twitter.com/johnmayer', '🌟follow', 'eternity', 'music🌟', '⚡facebook:', 'https://bit.ly/35nfoca', '📧contact:', 'hieternitymusic@gmail.com', '♫', 'hope', 'enjoyed.', 'let', 'see', 'feedback', 'comments', ';-)', '🎤', 'lyrics:', '""inside', 'friend""', 'inside', 'friend', 'inside', 'friend', 'slide', 'want', 'know', 'want', 'put', 'evil', ""let's"", 'keep', 'home', 'come', 'wanna', 'see', 'slide', 'across', 'kitchen', 'floor', ""can't"", 'give', 'inside', 'friend', 'inside', 'friend', 'inside', 'friend', 'inside', 'friend?', 'come', 'hair', 'still', 'wet', 'yoga', 'pants,', 'sweatshirt', 'bed', 'heart', 'heavy', 'week', 'crazy', 'lazy,', 'baby,', 'embrace', 'feeling', 'right', 'think', 'leaving', 'anytime', 'tonight', 'slide', 'across', 'kitchen', 'floor', 'tell', 'goodbye', 'see', 'right', 'door', 'come', 'back', 'want', 'never', 'call', 'anymore', ""that's"", 'inside', 'friends', 'inside', 'friend', 'inside', 'friend', 'inside', 'friend', 'inside', 'friend?', '#leonbridges', '#insidefriend', '#johnmayer', '©', 'copyright', 'issues', 'removal', 'requests', 'please', 'get', 'touch', 'hieternitymusic@gmail.com.', 'removal', 'completed', 'within', 'day.', 'permission', 'upload', 'please', 'check', 'us', 'first.']","['eternity music', 'Lyrics', 'Leon Bridges', 'John Mayer', 'Inside Friend', 'Leon Bridges John Mayer Inside Friend', 'Leon Bridges John Mayer Inside Friend Lyrics', 'Leon Bridges John Mayer Inside Friend Lyric Video', 'John', 'Mayer', 'John Mayer I Guess I Just Feel Like', 'Lyric Video', 'John Mayer Lyric Video', 'I Guess I Just Feel Like Lyric Video', 'John Mayer I Guess I Just Feel Like Lyric Video', 'Guitar Solo', 'I Guess I Just Feel Like']",1,0,1,Y,
